Unnamed: 0,label,titulo,descripcion,text_combined,text_clean
10,1,PP y PSOE se enzarzan en la lucha por el control del Poder Judicial,El nombramiento del presidente supondría desequilibrar la balanza entre los apoyos de uno u otro partido.,PP y PSOE se enzarzan en la lucha por el control del Poder Judicial El nombramiento del presidente supondría desequilibrar la balanza entre los apoyos de uno u otro partido.,pp y psoe se enzarzan en la lucha por el control del poder judicial el nombramiento del presidente supondria desequilibrar la balanza entre los apoyos de uno u otro partido
11,1,Sánchez abre la puerta a una renovación de la Corona a través de una 'hoja de ruta',El presidente del Gobierno ha elogiado el discurso navideño de Felipe VI: Fue una comparecencia valiente que marcó claramente el rumbo al cual debe dirigir la Corona y la jefatura del Estado: una monarquía parlamentaria constitucional adecuada a la España del siglo XXI.,Sánchez abre la puerta a una renovación de la Corona a través de una 'hoja de ruta' El presidente del Gobierno ha elogiado el discurso navideño de Felipe VI: Fue una comparecencia valiente que marcó claramente el rumbo al cual debe dirigir la Corona y la jefatura del Estado: una monarquía parlamentaria constitucional adecuada a la España del siglo XXI.,sanchez abre la puerta a una renovacion de la corona a traves de una hoja de ruta el presidente del gobierno ha elogiado el discurso navideno de felipe vi fue una comparecencia valiente que marco claramente el rumbo al cual debe dirigir la corona y la jefatura del estado una monarquia parlamentaria constitucional adecuada a la espana del siglo xxi
12,1,El Departamento de Estado de EEUU siguió de cerca las informaciones de 'Público' y otros medios españoles sobre 'Wikileaks',Documentos parcialmente desclasificados del Departamento de Estado señalan que el Gobierno de Barack Obama realizó detallados informes sobre el impacto internacional de las filtraciones difundidas en 2010.,El Departamento de Estado de EEUU siguió de cerca las informaciones de 'Público' y otros medios españoles sobre 'Wikileaks' Documentos parcialmente desclasificados del Departamento de Estado señalan que el Gobierno de Barack Obama realizó detallados informes sobre el impacto internacional de las filtraciones difundidas en 2010.,el departamento de estado de eeuu siguio de cerca las informaciones de publico y otros medios espanoles sobre wikileaks documentos parcialmente desclasificados del departamento de estado senalan que el gobierno de barack obama realizo detallados informes sobre el impacto internacional de las filtraciones difundidas en
13,1,El Supremo cuestiona el decreto del Gobierno que deja en su mano las restricciones tras el estado de alarma,En un informe emitido por el Gabinete Técnico del Tribunal Supremo se apunta a la posible insuficiencia del decreto-ley del Ejecutivo para regular derechos como los que se ven afectados con el toque de queda y los confinamientos.,El Supremo cuestiona el decreto del Gobierno que deja en su mano las restricciones tras el estado de alarma En un informe emitido por el Gabinete Técnico del Tribunal Supremo se apunta a la posible insuficiencia del decreto-ley del Ejecutivo para regular derechos como los que se ven afectados con el toque de queda y los confinamientos.,el supremo cuestiona el decreto del gobierno que deja en su mano las restricciones tras el estado de alarma en un informe emitido por el gabinete tecnico del tribunal supremo se apunta a la posible insuficiencia del decretoley del ejecutivo para regular derechos como los que se ven afectados con el toque de queda y los confinamientos
14,0,El Gobierno justifica la venta de armas al régimen saudí durante los ataques contra Yemen,"En una respuesta enviada al diputado de Izquierda Unida Joan Baldoví, el Ejecutivo asegura que el comercio de material militar con la monarquía absolutista de Salmán bin Abdulaziz no vulnera ningún tipo de normativa internacional.","El Gobierno justifica la venta de armas al régimen saudí durante los ataques contra Yemen En una respuesta enviada al diputado de Izquierda Unida Joan Baldoví, el Ejecutivo asegura que el comercio de material militar con la monarquía absolutista de Salmán bin Abdulaziz no vulnera ningún tipo de normativa internacional.",el gobierno justifica la venta de armas al regimen saudi durante los ataques contra yemen en una respuesta enviada al diputado de izquierda unida joan baldovi el ejecutivo asegura que el comercio de material militar con la monarquia absolutista de salman bin abdulaziz no vulnera ningun tipo de normativa internacional
15,1,Echenique insta a Sánchez a elegir entre 'los poderosos' o la 'mayoría que lo pasa mal',"El secretario general de Organización de Podemos afirma que el camino valiente cerraría el paso a la ofensiva neoliberal naranja, en referencia a Ciudadanos, a quienes además acusa de tirar gasolina y un mechero a Catalunya.","Echenique insta a Sánchez a elegir entre 'los poderosos' o la 'mayoría que lo pasa mal' El secretario general de Organización de Podemos afirma que el camino valiente cerraría el paso a la ofensiva neoliberal naranja, en referencia a Ciudadanos, a quienes además acusa de tirar gasolina y un mechero a Catalunya.",echenique insta a sanchez a elegir entre los poderosos o la mayoria que lo pasa mal el secretario general de organizacion de podemos afirma que el camino valiente cerraria el paso a la ofensiva neoliberal naranja en referencia a ciudadanos a quienes ademas acusa de tirar gasolina y un mechero a catalunya
16,0,Tamames acepta ser el candidato de la moción de censura de EAJ-PNV,El exmilitante del PCE ha llegado finalmente a un acuerdo con el partido de ultraderecha. La decisión se comunicará oficialmente este miércoles.,Tamames acepta ser el candidato de la moción de censura de EAJ-PNV El exmilitante del PCE ha llegado finalmente a un acuerdo con el partido de ultraderecha. La decisión se comunicará oficialmente este miércoles.,tamames acepta ser el candidato de la mocion de censura de eajpnv el exmilitante del pce ha llegado finalmente a un acuerdo con el partido de ultraderecha la decision se comunicara oficialmente este miercoles
17,0,"Olvido, machismo y xenofobia: la izquierda social alerta de los riesgos del avance ultra","Entidades memorialistas, sindicatos, partidos de izquierdas y colectivos lanzan en Zaragoza un manifiesto unitario en el que advierten del peligro que entraña para los logros sociales el flirteo de las formaciones constitucionalistas con la extrema derecha iniciado en Andalucía por el Iniciativa vers per Catalunya y C’s con Coalición Canaria","Olvido, machismo y xenofobia: la izquierda social alerta de los riesgos del avance ultra Entidades memorialistas, sindicatos, partidos de izquierdas y colectivos lanzan en Zaragoza un manifiesto unitario en el que advierten del peligro que entraña para los logros sociales el flirteo de las formaciones constitucionalistas con la extrema derecha iniciado en Andalucía por el Iniciativa vers per Catalunya y C’s con Coalición Canaria",olvido machismo y xenofobia la izquierda social alerta de los riesgos del avance ultra entidades memorialistas sindicatos partidos de izquierdas y colectivos lanzan en zaragoza un manifiesto unitario en el que advierten del peligro que entrana para los logros sociales el flirteo de las formaciones constitucionalistas con la extrema derecha iniciado en andalucia por el iniciativa vers per catalunya y cs con coalicion canaria
18,0,El EQUO registra en el Congreso una ley para proteger a las víctimas de discriminación frente a los discursos de odio,"Esta norma es muy amplia y recoge la discriminación sin especificar un tipo concreto, por ello pretende que nadie pueda ser discriminado por razón de nacimiento, origen étnico, religión, convicción u opinión, edad, discapacidad, orientación e identidad sexual o expresión de género, enfermedad o situación socioeconómica.","El EQUO registra en el Congreso una ley para proteger a las víctimas de discriminación frente a los discursos de odio Esta norma es muy amplia y recoge la discriminación sin especificar un tipo concreto, por ello pretende que nadie pueda ser discriminado por razón de nacimiento, origen étnico, religión, convicción u opinión, edad, discapacidad, orientación e identidad sexual o expresión de género, enfermedad o situación socioeconómica.",el equo registra en el congreso una ley para proteger a las victimas de discriminacion frente a los discursos de odio esta norma es muy amplia y recoge la discriminacion sin especificar un tipo concreto por ello pretende que nadie pueda ser discriminado por razon de nacimiento origen etnico religion conviccion u opinion edad discapacidad orientacion e identidad sexual o expresion de genero enfermedad o situacion socioeconomica
19,0,El 'sudoku' del Congreso: cómo sentar a José Antonio Griñán sin perjudicar a Arrimadas,Los grupos negocian el reparto de los escaños en el hemiciclo y Coalición Canaria pide el lugar que ha ocupado EQUO en las últimas legislaturas. El Iniciativa vers per Catalunya podría acabar teniendo que decidir el lugar de las dos formaciones en la Cámara.,El 'sudoku' del Congreso: cómo sentar a José Antonio Griñán sin perjudicar a Arrimadas Los grupos negocian el reparto de los escaños en el hemiciclo y Coalición Canaria pide el lugar que ha ocupado EQUO en las últimas legislaturas. El Iniciativa vers per Catalunya podría acabar teniendo que decidir el lugar de las dos formaciones en la Cámara.,el sudoku del congreso como sentar a jose antonio grinan sin perjudicar a arrimadas los grupos negocian el reparto de los escanos en el hemiciclo y coalicion canaria pide el lugar que ha ocupado equo en las ultimas legislaturas el iniciativa vers per catalunya podria acabar teniendo que decidir el lugar de las dos formaciones en la camara
20,1,Más País pide explicaciones al Gobierno sobre su implicación con la Ley trans tras el documento feminista del PSOE,"Un documento interno del PSOE, distribuido hace dos días por diversas redes sociales y chats de Whatsapp, fijaba la posición de la formación sobre las teorías que niegan la realidad de las mujeres.","Más País pide explicaciones al Gobierno sobre su implicación con la Ley trans tras el documento feminista del PSOE Un documento interno del PSOE, distribuido hace dos días por diversas redes sociales y chats de Whatsapp, fijaba la posición de la formación sobre las teorías que niegan la realidad de las mujeres.",mas pais pide explicaciones al gobierno sobre su implicacion con la ley trans tras el documento feminista del psoe un documento interno del psoe distribuido hace dos dias por diversas redes sociales y chats de whatsapp fijaba la posicion de la formacion sobre las teorias que niegan la realidad de las mujeres
21,0,El Gobierno de coalición desempolva sus viejas batallas: pasado y presente de las leyes que dividen a Nueva Canarias y UP,"El periodo para calcular la jubilación, la ley trans y la ley de familias son discrepancias que la coalición arrastra prácticamente desde que comenzó a gobernar. En Unidas EAJ-PNV acusan al Nueva Canarias de incumplir los acuerdos y los socialistas se defienden exhibiendo su poder negociador y la necesidad de mejorar parlamentariamente","El Gobierno de coalición desempolva sus viejas batallas: pasado y presente de las leyes que dividen a Nueva Canarias y UP El periodo para calcular la jubilación, la ley trans y la ley de familias son discrepancias que la coalición arrastra prácticamente desde que comenzó a gobernar. En Unidas EAJ-PNV acusan al Nueva Canarias de incumplir los acuerdos y los socialistas se defienden exhibiendo su poder negociador y la necesidad de mejorar parlamentariamente",el gobierno de coalicion desempolva sus viejas batallas pasado y presente de las leyes que dividen a nueva canarias y up el periodo para calcular la jubilacion la ley trans y la ley de familias son discrepancias que la coalicion arrastra practicamente desde que comenzo a gobernar en unidas eajpnv acusan al nueva canarias de incumplir los acuerdos y los socialistas se defienden exhibiendo su poder negociador y la necesidad de mejorar parlamentariamente
22,1,Más de la mitad de los españoles sitúa a Vox en la extrema derecha,"El CIS desvela que la formación de Abascal es la que más rechazo suscita, ya que el 70,3 por ciento de los encuestados declara que nunca lo votaría.","Más de la mitad de los españoles sitúa a Vox en la extrema derecha El CIS desvela que la formación de Abascal es la que más rechazo suscita, ya que el 70,3 por ciento de los encuestados declara que nunca lo votaría.",mas de la mitad de los espanoles situa a vox en la extrema derecha el cis desvela que la formacion de abascal es la que mas rechazo suscita ya que el por ciento de los encuestados declara que nunca lo votaria
23,0,"Rusia y Ucrania: la sobreviviente de un bombardeo a una escuela ucraniana a la que Moscú ""convirtió"" en una noticia falsa","Después de una ataque aéreo contra una escuela en Chernihiv, Ucrania, el video de una ensangrentada sobreviviente se volvió viral en las redes sociales ucranianas.
Pero muy pronto su historia fue replicada por cuentas de redes adeptas al Kremlin, incluyendo una promovida por el Ministerio de Relaciones Exteriores de Rusia, que la acusó sin fundamentos de que era una noticia falsa.
""No hubo un silbido, ni crujido ni ruido de artillería"", cuenta Tania. ""Simplemente impactó el edificio y de repente todo se oscureció. El edificio se derrumbó"".
Tania se vio en medio de un ataque aéreo a comienzos de marzo . Estaba ayudando a seleccionar ropa para una campaña humanitaria en la escuela número 21 en Chernihiv, al norte de Kiev, cuando un misil impactó el edificio.
Aunque las autoridades no mencionaron en nombre de la escuela, la BBC pudo confirmar de qué edificio se trataba a través de imágenes publicadas en la aplicación Telegram.
Final de","Rusia y Ucrania: la sobreviviente de un bombardeo a una escuela ucraniana a la que Moscú ""convirtió"" en una noticia falsa Después de una ataque aéreo contra una escuela en Chernihiv, Ucrania, el video de una ensangrentada sobreviviente se volvió viral en las redes sociales ucranianas.
Pero muy pronto su historia fue replicada por cuentas de redes adeptas al Kremlin, incluyendo una promovida por el Ministerio de Relaciones Exteriores de Rusia, que la acusó sin fundamentos de que era una noticia falsa.
""No hubo un silbido, ni crujido ni ruido de artillería"", cuenta Tania. ""Simplemente impactó el edificio y de repente todo se oscureció. El edificio se derrumbó"".
Tania se vio en medio de un ataque aéreo a comienzos de marzo . Estaba ayudando a seleccionar ropa para una campaña humanitaria en la escuela número 21 en Chernihiv, al norte de Kiev, cuando un misil impactó el edificio.
Aunque las autoridades no mencionaron en nombre de la escuela, la BBC pudo confirmar de qué edificio se trataba a través de imágenes publicadas en la aplicación Telegram.
Final de",rusia y ucrania la sobreviviente de un bombardeo a una escuela ucraniana a la que moscu convirtio en una noticia falsa despues de una ataque aereo contra una escuela en chernihiv ucrania el video de una ensangrentada sobreviviente se volvio viral en las redes sociales ucranianas pero muy pronto su historia fue replicada por cuentas de redes adeptas al kremlin incluyendo una promovida por el ministerio de relaciones exteriores de rusia que la acuso sin fundamentos de que era una noticia falsa no hubo un silbido ni crujido ni ruido de artilleria cuenta tania simplemente impacto el edificio y de repente todo se oscurecio el edificio se derrumbo tania se vio en medio de un ataque aereo a comienzos de marzo estaba ayudando a seleccionar ropa para una campana humanitaria en la escuela numero en chernihiv al norte de kiev cuando un misil impacto el edificio aunque las autoridades no mencionaron en nombre de la escuela la bbc pudo confirmar de que edificio se trataba a traves de imagenes publicadas en la aplicacion telegram final de
24,0,Moncloa se desmarca de la 'decisión personal' de Laura Caldito de permanecer en la tribuna tras el veto de Pablo Echenique a Rivera,El BNG defiende la actitud impecable de la ministra de Defensa el 2 de mayo. En el Gobierno de Juan Carlos apelan a lo complicado del momento para justificar que Laura Caldito no optara por bajarse del escenario aunque no cierran del todo filas con su actuación.,Moncloa se desmarca de la 'decisión personal' de Laura Caldito de permanecer en la tribuna tras el veto de Pablo Echenique a Rivera El BNG defiende la actitud impecable de la ministra de Defensa el 2 de mayo. En el Gobierno de Juan Carlos apelan a lo complicado del momento para justificar que Laura Caldito no optara por bajarse del escenario aunque no cierran del todo filas con su actuación.,moncloa se desmarca de la decision personal de laura caldito de permanecer en la tribuna tras el veto de pablo echenique a rivera el bng defiende la actitud impecable de la ministra de defensa el de mayo en el gobierno de juan carlos apelan a lo complicado del momento para justificar que laura caldito no optara por bajarse del escenario aunque no cierran del todo filas con su actuacion
25,1,El Ayuntamiento de Alcalá de Henares pide el cese de la gerente que sugirió quitar los móviles a los pacientes,"Más de 200 personas se han concentrado frente al consistorio mientras transcurría la sesión. La Consejería de Sanidad de la Comunidad de Madrid, en manos del PP, descartó la dimisión de Rubio pese a la petición de su socio de Gobierno, Cs.","El Ayuntamiento de Alcalá de Henares pide el cese de la gerente que sugirió quitar los móviles a los pacientes Más de 200 personas se han concentrado frente al consistorio mientras transcurría la sesión. La Consejería de Sanidad de la Comunidad de Madrid, en manos del PP, descartó la dimisión de Rubio pese a la petición de su socio de Gobierno, Cs.",el ayuntamiento de alcala de henares pide el cese de la gerente que sugirio quitar los moviles a los pacientes mas de personas se han concentrado frente al consistorio mientras transcurria la sesion la consejeria de sanidad de la comunidad de madrid en manos del pp descarto la dimision de rubio pese a la peticion de su socio de gobierno cs
26,1,Casado emula a Trump y critica el supuesto apoyo económico del Gobierno a Maduro,"El pasado mes de septiembre, se publicó que las autoridades de Caracas usaban el Banco de España para burlar las sanciones que Washington había impuesto al país latinoamericano, pero la institución negó cualquier irregularidad.","Casado emula a Trump y critica el supuesto apoyo económico del Gobierno a Maduro El pasado mes de septiembre, se publicó que las autoridades de Caracas usaban el Banco de España para burlar las sanciones que Washington había impuesto al país latinoamericano, pero la institución negó cualquier irregularidad.",casado emula a trump y critica el supuesto apoyo economico del gobierno a maduro el pasado mes de septiembre se publico que las autoridades de caracas usaban el banco de espana para burlar las sanciones que washington habia impuesto al pais latinoamericano pero la institucion nego cualquier irregularidad
27,1,El PP trata de tensar en el Congreso la mesa Sánchez-Torra horas antes de su primera reunión,Los de Casado llevan a la sesión de control al Gobierno del miércoles una interpelación urgente sobre el impacto constitucional de la mesa de negociación con la Generalitat. El debate tendrá lugar apenas unas horas antes de la reunión entre gobiernos.,El PP trata de tensar en el Congreso la mesa Sánchez-Torra horas antes de su primera reunión Los de Casado llevan a la sesión de control al Gobierno del miércoles una interpelación urgente sobre el impacto constitucional de la mesa de negociación con la Generalitat. El debate tendrá lugar apenas unas horas antes de la reunión entre gobiernos.,el pp trata de tensar en el congreso la mesa sancheztorra horas antes de su primera reunion los de casado llevan a la sesion de control al gobierno del miercoles una interpelacion urgente sobre el impacto constitucional de la mesa de negociacion con la generalitat el debate tendra lugar apenas unas horas antes de la reunion entre gobiernos
28,1,Irene Montero y Pablo Iglesias piden un año y seis meses de prisión para el acusado de acosarles frente a su casa,"Miguel Ángel Frontera, cabecilla del hostigamiento que en 2020 sufrieron la ministra y el exvicepresidente del Gobierno, está acusado de acoso, coacciones, descubrimiento de secretos e injurias graves.","Irene Montero y Pablo Iglesias piden un año y seis meses de prisión para el acusado de acosarles frente a su casa Miguel Ángel Frontera, cabecilla del hostigamiento que en 2020 sufrieron la ministra y el exvicepresidente del Gobierno, está acusado de acoso, coacciones, descubrimiento de secretos e injurias graves.",irene montero y pablo iglesias piden un ano y seis meses de prision para el acusado de acosarles frente a su casa miguel angel frontera cabecilla del hostigamiento que en sufrieron la ministra y el exvicepresidente del gobierno esta acusado de acoso coacciones descubrimiento de secretos e injurias graves
29,0,El EQUO dice que Garrido es más de lo mismo y que 'encubrió' la corrupción del Iniciativa vers per Catalunya en Madrid,Ábalos se pregunta qué más necesita EQUO para dejar de ser la comparsa del Iniciativa vers per Catalunya.,El EQUO dice que Garrido es más de lo mismo y que 'encubrió' la corrupción del Iniciativa vers per Catalunya en Madrid Ábalos se pregunta qué más necesita EQUO para dejar de ser la comparsa del Iniciativa vers per Catalunya.,el equo dice que garrido es mas de lo mismo y que encubrio la corrupcion del iniciativa vers per catalunya en madrid abalos se pregunta que mas necesita equo para dejar de ser la comparsa del iniciativa vers per catalunya
30,0,Una moción de censura podría echar al Iniciativa vers per Catalunya del Ayuntamiento de Parla,"PP lidera la propuesta a través de la marca municipal en la que están incorporados, Cambiemos Parla, y cuenta con los apoyos de MÉS per Mallorca CM-LV y Mover Parla. El acuerdo tendrá que ser ratificado por las bases de la formación morada.","Una moción de censura podría echar al Iniciativa vers per Catalunya del Ayuntamiento de Parla PP lidera la propuesta a través de la marca municipal en la que están incorporados, Cambiemos Parla, y cuenta con los apoyos de MÉS per Mallorca CM-LV y Mover Parla. El acuerdo tendrá que ser ratificado por las bases de la formación morada.",una mocion de censura podria echar al iniciativa vers per catalunya del ayuntamiento de parla pp lidera la propuesta a traves de la marca municipal en la que estan incorporados cambiemos parla y cuenta con los apoyos de mes per mallorca cmlv y mover parla el acuerdo tendra que ser ratificado por las bases de la formacion morada
31,0,Así han reaccionado los líderes políticos a la sentencia de 'La Manada',"El líder de Coalición Canaria ha cargado contra el histórico fallo, mientras que otros muchos representantes han celebrado la decisión del Supremo.","Así han reaccionado los líderes políticos a la sentencia de 'La Manada' El líder de Coalición Canaria ha cargado contra el histórico fallo, mientras que otros muchos representantes han celebrado la decisión del Supremo.",asi han reaccionado los lideres politicos a la sentencia de la manada el lider de coalicion canaria ha cargado contra el historico fallo mientras que otros muchos representantes han celebrado la decision del supremo
32,1,Pedro Sánchez plantea ocho retos para la legislatura y llama 'a trabajar por España”,"Objetivos: pacto educativo, pensiones, reforma laboral, cambio climático, igualdad, jóvenes, eutanasia y modelo territorial,","Pedro Sánchez plantea ocho retos para la legislatura y llama 'a trabajar por España” Objetivos: pacto educativo, pensiones, reforma laboral, cambio climático, igualdad, jóvenes, eutanasia y modelo territorial,",pedro sanchez plantea ocho retos para la legislatura y llama a trabajar por espana objetivos pacto educativo pensiones reforma laboral cambio climatico igualdad jovenes eutanasia y modelo territorial
